Id,SalePrice
1461,121639.17
1462,130271.72
1463,205775.45
1464,194382.73
1465,198314.33
1466,179928.28
1467,179688.05
1468,167729.08
1469,185509.44
1470,122035.22
1471,141602.94
1472,105831.22
1473,108316.95
1474,144610.1
1475,112772.22
1476,296123.44
1477,247765.95
1478,271671.16
1479,273943.12
1480,494478.62
1481,316663.8
1482,210831.89
1483,193024.11
1484,148259.86
1485,165797.42
1486,180035.53
1487,352421.75
1488,220529.48
1489,192091.77
1490,243435.77
1491,181912.25
1492,131680.36
1493,166282.27
1494,322165.3
1495,297458.4
1496,213979.5
1497,188240.08
1498,172875.73
1499,171423.16
1500,174608.06
1501,198625.0
1502,161963.2
1503,260422.95
1504,223230.14
1505,222597.3
1506,215434.73
1507,257548.45
1508,232535.3
1509,176385.53
1510,140199.5
1511,138414.9
1512,165078.5
1513,132000.19
1514,186505.14
1515,178149.64
1516,134541.9
1517,136203.14
1518,132426.39
1519,164158.14
1520,130842.31
1521,138230.61
1522,156405.02
1523,117379.484
1524,119026.55
1525,120987.42
1526,125943.42
1527,105327.67
1528,113726.04
1529,130363.24
1530,165786.8
1531,120054.56
1532,91307.07
1533,129092.62
1534,100942.28
1535,127119.31
1536,98715.18
1537,98650.734
1538,122660.69
1539,133429.69
1540,133120.45
1541,124511.375
1542,123872.98
1543,137120.08
1544,83223.2
1545,96148.484
1546,99277.86
1547,109819.97
1548,109005.55
1549,99438.23
1550,117061.64
1551,107740.84
1552,127169.44
1553,131713.92
1554,93873.984
1555,200580.56
1556,157395.77
1557,144792.97
1558,110333.14
1559,134816.56
1560,130312.125
1561,156944.64
1562,107418.055
1563,109474.17
1564,138656.83
1565,135137.45
1566,256051.7
1567,92325.43
1568,257171.61
1569,184342.95
1570,111499.88
1571,110153.33
1572,127508.73
1573,213843.06
1574,124155.0
1575,229082.27
1576,222685.89
1577,169288.36
1578,165327.88
1579,169554.98
1580,189869.14
1581,188064.17
1582,156131.73
1583,287617.94
1584,209150.69
1585,153905.17
1586,73871.01
1587,90612.734
1588,129866.734
1589,114123.21
1590,105267.586
1591,90408.88
1592,115349.7
1593,120944.49
1594,144908.25
1595,123843.29
1596,236283.9
1597,247543.2
1598,204540.62
1599,143346.2
1600,142212.58
1601,81977.05
1602,111149.72
1603,92040.98
1604,193236.88
1605,174010.58
1606,150474.38
1607,192914.64
1608,213760.23
1609,193989.52
1610,189035.48
1611,145202.94
1612,147323.66
1613,151893.36
1614,111180.08
1615,97274.38
1616,93083.73
1617,99538.34
1618,117928.16
1619,138130.92
1620,175666.53
1621,138932.84
1622,142673.8
1623,194504.22
1624,188908.31
1625,123970.06
1626,155444.39
1627,197347.81
1628,237715.7
1629,162669.95
1630,342126.44
1631,215444.23
1632,239115.95
1633,158072.06
1634,182556.53
1635,177255.14
1636,160582.95
1637,222565.1
1638,208174.05
1639,197330.4
1640,250632.36
1641,194681.6
1642,216545.84
1643,213492.89
1644,220684.27
1645,251344.75
1646,175172.44
1647,174899.89
1648,120001.4
1649,121606.97
1650,116698.61
1651,114205.15
1652,103610.56
1653,104165.516
1654,142840.2
1655,137480.73
1656,141115.27
1657,143177.77
1658,141233.94
1659,121808.89
1660,129729.39
1661,419394.47
1662,325880.7
1663,328565.38
1664,430745.44
1665,262866.84
1666,338260.8
1667,408004.56
1668,276486.12
1669,255182.44
1670,301306.62
1671,298259.88
1672,456853.56
1673,281838.8
1674,244247.97
1675,223034.36
1676,215459.19
1677,234545.7
1678,482707.5
1679,384889.16
1680,264682.8
1681,218864.97
1682,319511.3
1683,201659.34
1684,171132.5
1685,168345.92
1686,149720.05
1687,154448.33
1688,177811.94
1689,181246.89
1690,179509.61
1691,169966.94
1692,215286.36
1693,157586.36
1694,179580.22
1695,151454.4
1696,263047.62
1697,151793.12
1698,340453.22
1699,344130.25
1700,264939.2
1701,287054.66
1702,245266.5
1703,233008.95
1704,260241.83
1705,213635.48
1706,352805.12
1707,200198.97
1708,203338.77
1709,233613.94
1710,202649.27
1711,232571.4
1712,230221.27
1713,258896.45
1714,232045.0
1715,205988.33
1716,165396.98
1717,156720.2
1718,148979.9
1719,183178.22
1720,213762.52
1721,162558.23
1722,151416.5
1723,168657.45
1724,175650.62
1725,210568.11
1726,182782.66
1727,163308.77
1728,170119.11
1729,169149.92
1730,159723.53
1731,117819.33
1732,111012.67
1733,114159.555
1734,115920.4
1735,103132.1
1736,100970.22
1737,321687.38
1738,264904.94
1739,252686.88
1740,209761.33
1741,195505.8
1742,190417.31
1743,186849.28
1744,290441.53
1745,224261.77
1746,174309.02
1747,221689.45
1748,233630.95
1749,163983.39
1750,156752.58
1751,240671.22
1752,110064.23
1753,143056.58
1754,221876.45
1755,205760.77
1756,121572.59
1757,108916.766
1758,139882.9
1759,159204.58
1760,148813.58
1761,148869.86
1762,150724.33
1763,145975.27
1764,116502.3
1765,154025.05
1766,169991.83
1767,217798.08
1768,134324.69
1769,141859.14
1770,122726.05
1771,127439.15
1772,140047.03
1773,134988.3
1774,164947.7
1775,119794.75
1776,128935.414
1777,109449.89
1778,121380.92
1779,106552.58
1780,134580.86
1781,127748.54
1782,85953.36
1783,120035.69
1784,95840.76
1785,110209.016
1786,135566.38
1787,115286.05
1788,71691.47
1789,100179.44
1790,93066.73
1791,172669.7
1792,146525.69
1793,131379.92
1794,117680.78
1795,128169.53
1796,101068.26
1797,118976.95
1798,109981.14
1799,105313.34
1800,111346.75
1801,116586.52
1802,111507.16
1803,139658.39
1804,126047.48
1805,121782.664
1806,98806.2
1807,141787.12
1808,114871.69
1809,107077.5
1810,120941.32
1811,109746.87
1812,109392.34
1813,105888.17
1814,90650.414
1815,64896.88
1816,87730.33
1817,118570.78
1818,131961.62
1819,96710.39
1820,72554.75
1821,99092.41
1822,119031.49
1823,78785.61
1824,110466.06
1825,101401.98
1826,96483.58
1827,92759.61
1828,118296.625
1829,114733.83
1830,126919.945
1831,125476.99
1832,120559.516
1833,122338.375
1834,102033.14
1835,116734.16
1836,112600.875
1837,95927.22
1838,116645.09
1839,78328.625
1840,129045.91
1841,126971.51
1842,99336.875
1843,129750.6
1844,103914.21
1845,135576.31
1846,140326.36
1847,212229.33
1848,74035.86
1849,113992.734
1850,110271.164
1851,123553.29
1852,107852.94
1853,106667.26
1854,148439.08
1855,177530.72
1856,201517.27
1857,167141.64
1858,154707.17
1859,139066.73
1860,153895.92
1861,138440.61
1862,270258.56
1863,222071.94
1864,222206.12
1865,239279.0
1866,248945.31
1867,193531.89
1868,265445.88
1869,184845.64
1870,197353.75
1871,200997.86
1872,175984.58
1873,251279.75
1874,172162.98
1875,226514.55
1876,200838.53
1877,211502.73
1878,201038.64
1879,177652.75
1880,160538.95
1881,246312.11
1882,224698.89
1883,185261.48
1884,202030.55
1885,208015.81
1886,264755.22
1887,204098.72
1888,242093.2
1889,173121.44
1890,121708.03
1891,94313.375
1892,97383.28
1893,129852.14
1894,134536.6
1895,137034.45
1896,112437.59
1897,131435.33
1898,116952.836
1899,165283.8
1900,170097.9
1901,196526.2
1902,217370.78
1903,213344.05
1904,161485.48
1905,237734.42
1906,205170.05
1907,282058.5
1908,122664.39
1909,133709.05
1910,127298.97
1911,216980.58
1912,310320.5
1913,136104.62
1914,82863.43
1915,220682.02
1916,115173.69
1917,180958.48
1918,133640.52
1919,151544.02
1920,158606.6
1921,345394.88
1922,281717.56
1923,234785.23
1924,283800.66
1925,224451.08
1926,330667.44
1927,140452.61
1928,157839.9
1929,122137.516
1930,116661.195
1931,129606.734
1932,137498.5
1933,161767.55
1934,187163.73
1935,176196.14
1936,193782.95
1937,195626.89
1938,190673.56
1939,228013.73
1940,194442.52
1941,182495.77
1942,200489.92
1943,198372.06
1944,293530.3
1945,334680.5
1946,177690.22
1947,236952.77
1948,206718.64
1949,230274.94
1950,185101.61
1951,282965.0
1952,263924.3
1953,198424.11
1954,191509.83
1955,165304.64
1956,305432.5
1957,178464.52
1958,271032.72
1959,139141.52
1960,115251.836
1961,113759.6
1962,105249.61
1963,112365.125
1964,114515.63
1965,142692.36
1966,130334.61
1967,277747.8
1968,449253.38
1969,340247.6
1970,395028.0
1971,404309.78
1972,324867.56
1973,243742.2
1974,289410.5
1975,471965.2
1976,269855.44
1977,395924.5
1978,351627.53
1979,269272.1
1980,225718.6
1981,282246.4
1982,217427.89
1983,205999.89
1984,196244.42
1985,187317.66
1986,184565.92
1987,150729.92
1988,170533.58
1989,177519.61
1990,190865.38
1991,223804.22
1992,204171.1
1993,164974.39
1994,234470.02
1995,175372.67
1996,263391.06
1997,278124.44
1998,332821.8
1999,269589.4
2000,292411.7
2001,281240.38
2002,248997.4
2003,233095.14
2004,240680.75
2005,194455.62
2006,200673.42
2007,230369.0
2008,204280.77
2009,187404.23
2010,183939.02
2011,157497.05
2012,158566.73
2013,173556.23
2014,185874.7
2015,193007.98
2016,180207.05
2017,182454.14
2018,113698.8
2019,105356.22
2020,106418.625
2021,98141.97
2022,231509.27
2023,128679.17
2024,296858.9
2025,336529.6
2026,174503.48
2027,172848.83
2028,174713.34
2029,186120.03
2030,223861.2
2031,202546.25
2032,204154.45
2033,217437.92
2034,172239.34
2035,229467.56
2036,199997.83
2037,203787.14
2038,241029.17
2039,193812.56
2040,261107.98
2041,252748.81
2042,209229.14
2043,197425.5
2044,210503.28
2045,220838.17
2046,184016.28
2047,130976.01
2048,120649.95
2049,152574.67
2050,191954.8
2051,95766.44
2052,124820.89
2053,131838.55
2054,92576.84
2055,144780.92
2056,119636.34
2057,112597.96
2058,182222.53
2059,133421.05
2060,156215.05
2061,158326.19
2062,130228.84
2063,110115.54
2064,132941.02
2065,128607.86
2066,147696.2
2067,113482.695
2068,160068.23
2069,83345.66
2070,99162.445
2071,81171.89
2072,129041.41
2073,118379.53
2074,130479.12
2075,138361.73
2076,111076.75
2077,136413.89
2078,120754.06
2079,111452.72
2080,94760.78
2081,122063.28
2082,133809.6
2083,127670.68
2084,100634.19
2085,117997.31
2086,95942.81
2087,100369.66
2088,104245.58
2089,76008.484
2090,100757.945
2091,117637.984
2092,117308.25
2093,110910.33
2094,89383.86
2095,128829.09
2096,82161.195
2097,90979.69
2098,127188.81
2099,70724.69
2100,111076.36
2101,122246.89
2102,107910.41
2103,90920.76
2104,145369.06
2105,106507.56
2106,108745.98
2107,165938.06
2108,107301.88
2109,100714.96
2110,112198.93
2111,122533.68
2112,119668.48
2113,92858.42
2114,106069.94
2115,119266.62
2116,92194.16
2117,117894.39
2118,102411.96
2119,89587.28
2120,86332.91
2121,96702.83
2122,100410.48
2123,69437.234
2124,131107.84
2125,130110.234
2126,125334.375
2127,132492.55
2128,106936.81
2129,83695.69
2130,123791.83
2131,120352.914
2132,110234.81
2133,99364.945
2134,100676.25
2135,90870.66
2136,102517.016
2137,103282.01
2138,114984.53
2139,128115.3
2140,118376.195
2141,107186.59
2142,118181.26
2143,123674.766
2144,132860.53
2145,109528.39
2146,138217.08
2147,207824.55
2148,115332.38
2149,120549.58
2150,239586.31
2151,89918.945
2152,203664.86
2153,171600.45
2154,104779.9
2155,116855.555
2156,262604.8
2157,223080.78
2158,212744.89
2159,177909.19
2160,171661.39
2161,201991.61
2162,358003.0
2163,269300.94
2164,204207.08
2165,209268.61
2166,171539.27
2167,208050.19
2168,218935.95
2169,190738.61
2170,205713.14
2171,180821.3
2172,169375.67
2173,199750.6
2174,217668.36
2175,239302.77
2176,279657.8
2177,218961.33
2178,196821.11
2179,154147.75
2180,256061.62
2181,183566.52
2182,201688.11
2183,180029.89
2184,123296.04
2185,113775.84
2186,117109.67
2187,119703.64
2188,112468.17
2189,198281.86
2190,75927.48
2191,78884.39
2192,94846.586
2193,101528.92
2194,83098.43
2195,105733.34
2196,92753.53
2197,101107.625
2198,134545.33
2199,160925.52
2200,183018.27
2201,182113.66
2202,182417.23
2203,192687.95
2204,204065.2
2205,154178.27
2206,163400.03
2207,197914.14
2208,215627.67
2209,261593.31
2210,126935.99
2211,93247.68
2212,90339.03
2213,96028.74
2214,112273.21
2215,87138.766
2216,143687.77
2217,91629.4
2218,92809.84
2219,76022.71
2220,91270.61
2221,221650.33
2222,221190.27
2223,214979.55
2224,162970.7
2225,135703.83
2226,195031.94
2227,209334.92
2228,248154.6
2229,242912.64
2230,179941.2
2231,215507.4
2232,222173.33
2233,252903.97
2234,237496.61
2235,240724.98
2236,266270.94
2237,327784.9
2238,163575.1
2239,122243.516
2240,137502.34
2241,174795.58
2242,117148.64
2243,113953.39
2244,100292.234
2245,95808.4
2246,155705.2
2247,99082.26
2248,118450.55
2249,117268.47
2250,132954.27
2251,164605.45
2252,162490.11
2253,152234.67
2254,170368.3
2255,197067.06
2256,173240.66
2257,200361.98
2258,164593.52
2259,178161.47
2260,195481.02
2261,190798.1
2262,204016.44
2263,313054.3
2264,378843.0
2265,210208.72
2266,241175.14
2267,401003.88
2268,290648.34
2269,171317.19
2270,184426.7
2271,223506.6
2272,206747.81
2273,182976.8
2274,193113.3
2275,203571.83
2276,197422.17
2277,208253.27
2278,136238.17
2279,115673.5
2280,129668.91
2281,121733.31
2282,147786.5
2283,111578.72
2284,108275.16
2285,133412.73
2286,117868.836
2287,295558.6
2288,255995.52
2289,354926.9
2290,399187.34
2291,289817.2
2292,373201.3
2293,442891.5
2294,336400.3
2295,462556.03
2296,307147.94
2297,265345.16
2298,280386.25
2299,348365.0
2300,329278.44
2301,265711.53
2302,263212.94
2303,243271.31
2304,250177.86
2305,210942.31
2306,213242.81
2307,219826.3
2308,215000.61
2309,243914.36
2310,204833.64
2311,215299.61
2312,187457.36
2313,173617.42
2314,175740.11
2315,169891.38
2316,176403.52
2317,189738.52
2318,169396.27
2319,165779.31
2320,164079.58
2321,184610.98
2322,153008.14
2323,180339.98
2324,160082.53
2325,187470.97
2326,160777.42
2327,183882.89
2328,201120.5
2329,188517.02
2330,186547.1
2331,351536.3
2332,336456.66
2333,312961.38
2334,267939.25
2335,275646.0
2336,314290.88
2337,182100.36
2338,226882.86
2339,216944.23
2340,329251.03
2341,191288.8
2342,223156.6
2343,222750.08
2344,222557.42
2345,222557.27
2346,196567.95
2347,197957.78
2348,216986.28
2349,199478.14
2350,248237.77
2351,218800.3
2352,235448.36
2353,261618.3
2354,147562.95
2355,148352.08
2356,166965.47
2357,173582.52
2358,194177.78
2359,154189.17
2360,102999.92
2361,121704.18
2362,265755.53
2363,122225.61
2364,134299.03
2365,199272.27
2366,170262.02
2367,192671.17
2368,196681.88
2369,197904.25
2370,185831.2
2371,184778.27
2372,197005.8
2373,242645.0
2374,274942.0
2375,217695.0
2376,318720.4
2377,331466.12
2378,160883.58
2379,236889.52
2380,169929.97
2381,200778.89
2382,194420.73
2383,188587.27
2384,223168.36
2385,173391.84
2386,172195.98
2387,120146.45
2388,104901.14
2389,118433.05
2390,133986.2
2391,126258.51
2392,106275.87
2393,132365.12
2394,125058.914
2395,163053.1
2396,137127.02
2397,209382.77
2398,128414.39
2399,77326.945
2400,62412.133
2401,103054.7
2402,129734.516
2403,142009.72
2404,130202.586
2405,141793.39
2406,124182.984
2407,119967.94
2408,126988.39
2409,119377.83
2410,145696.48
2411,116707.45
2412,148258.42
2413,127606.516
2414,124661.67
2415,140093.03
2416,120753.6
2417,122268.266
2418,117345.23
2419,129709.05
2420,119320.09
2421,148845.08
2422,119767.45
2423,117515.24
2424,141933.7
2425,199349.78
2426,133798.36
2427,117923.41
2428,151123.58
2429,108814.51
2430,121114.09
2431,120278.95
2432,117532.555
2433,130676.79
2434,130210.31
2435,143607.14
2436,81578.11
2437,111972.836
2438,114151.25
2439,94979.234
2440,106293.07
2441,100747.375
2442,84233.44
2443,99770.31
2444,108471.53
2445,96876.25
2446,127448.13
2447,130835.72
2448,125648.8
2449,102382.42
2450,125816.5
2451,103301.2
2452,170906.4
2453,82220.44
2454,101111.3
2455,105188.61
2456,137074.33
2457,99634.44
2458,100411.16
2459,87592.945
2460,109883.82
2461,98833.59
2462,107060.48
2463,104270.34
2464,142740.3
2465,110698.59
2466,107635.75
2467,107411.91
2468,91154.72
2469,98358.08
2470,192183.03
2471,157209.53
2472,166752.67
2473,105850.97
2474,109218.05
2475,162184.47
2476,121198.56
2477,123615.26
2478,144052.77
2479,121609.23
2480,128767.86
2481,130519.516
2482,105463.31
2483,105355.25
2484,116580.05
2485,105087.06
2486,145213.97
2487,193355.1
2488,111172.875
2489,128362.055
2490,133180.4
2491,88061.28
2492,216019.98
2493,128623.63
2494,196023.08
2495,116395.6
2496,255243.81
2497,134639.22
2498,114565.36
2499,87868.78
2500,105795.805
2501,124778.75
2502,135295.36
2503,107857.83
2504,180848.5
2505,192891.62
2506,207608.06
2507,247152.72
2508,210895.4
2509,204459.42
2510,190468.45
2511,169596.92
2512,192601.36
2513,209605.08
2514,220083.2
2515,181417.48
2516,178197.88
2517,164472.28
2518,188471.28
2519,208337.47
2520,208949.89
2521,185282.95
2522,209831.77
2523,166542.8
2524,165553.02
2525,170040.45
2526,170369.27
2527,171731.55
2528,164026.73
2529,160417.05
2530,152168.39
2531,249812.78
2532,206796.27
2533,191871.78
2534,224413.89
2535,287326.9
2536,235493.23
2537,224980.14
2538,172071.44
2539,179443.55
2540,172486.86
2541,173334.25
2542,174399.58
2543,120222.805
2544,118010.9
2545,139687.1
2546,113953.414
2547,107696.09
2548,125386.88
2549,118775.66
2550,378494.88
2551,93521.81
2552,106745.67
2553,79833.73
2554,107349.07
2555,98783.56
2556,95747.414
2557,107770.11
2558,196997.88
2559,181934.8
2560,160361.06
2561,154392.03
2562,169729.67
2563,170294.67
2564,185763.55
2565,167340.23
2566,180817.7
2567,173223.44
2568,247241.97
2569,244522.2
2570,126182.72
2571,240628.2
2572,139227.22
2573,271775.22
2574,245997.39
2575,106229.66
2576,104638.3
2577,132163.16
2578,77364.375
2579,82070.5
2580,121046.15
2581,121099.734
2582,101639.72
2583,232464.14
2584,149445.94
2585,160231.17
2586,183918.31
2587,167774.53
2588,128820.75
2589,137533.17
2590,216261.31
2591,288058.94
2592,218581.27
2593,222801.33
2594,205035.08
2595,197588.45
2596,312926.12
2597,207626.14
2598,277018.75
2599,234939.36
2600,157088.67
2601,127778.84
2602,98329.65
2603,97002.38
2604,100037.78
2605,96345.84
2606,141940.1
2607,206035.25
2608,192263.23
2609,149981.45
2610,116427.65
2611,185587.39
2612,151841.23
2613,129563.42
2614,126755.58
2615,144640.39
2616,136419.34
2617,195757.61
2618,190631.16
2619,171802.4
2620,186903.84
2621,185369.34
2622,187423.75
2623,212470.33
2624,258960.55
2625,330471.56
2626,175217.75
2627,182106.83
2628,376697.88
2629,384345.94
2630,290168.4
2631,389099.56
2632,347137.44
2633,259540.44
2634,380950.75
2635,170610.23
2636,197245.92
2637,177647.42
2638,250005.27
2639,185825.53
2640,176631.23
2641,112799.625
2642,150589.33
2643,108277.125
2644,121159.266
2645,104390.05
2646,102763.42
2647,113446.484
2648,147428.55
2649,121683.0
2650,130185.55
2651,136610.7
2652,382930.8
2653,268130.1
2654,257860.97
2655,363249.06
2656,283869.56
2657,297251.75
2658,277860.97
2659,266056.2
2660,305534.9
2661,311795.56
2662,326126.44
2663,293357.06
2664,228049.2
2665,265512.3
2666,240109.52
2667,168769.19
2668,170750.8
2669,176947.4
2670,224217.61
2671,170296.42
2672,159759.84
2673,175071.5
2674,176383.81
2675,145861.17
2676,176006.11
2677,197265.14
2678,223797.45
2679,266172.94
2680,270108.44
2681,347059.84
2682,308174.16
2683,513767.5
2684,299134.22
2685,359570.38
2686,239059.36
2687,288678.03
2688,190607.92
2689,191486.44
2690,316798.75
2691,202656.53
2692,149133.78
2693,180183.94
2694,152219.39
2695,175370.11
2696,167592.47
2697,185163.36
2698,192940.08
2699,179316.19
2700,160889.7
2701,155098.89
2702,106200.05
2703,101934.195
